2022-06-07 15:30:09.540000+02:00
2022-06-07 15:30:10.229000+02:00
2022-06-07 15:30:11.066000+02:00
2022-06-07 15:30:11.726000+02:00
2022-06-07 15:30:12.694000+02:00
2022-06-07 15:30:13.458000+02:00
2022-06-07 15:30:14.243000+02:00
2022-06-07 15:30:14.933000+02:00
2022-06-07 15:30:15.615000+02:00
2022-06-07 15:30:16.283000+02:00
2022-06-07 15:30:16.984000+02:00
2022-06-07 15:30:17.944000+02:00
2022-06-07 15:30:18.423000+02:00
2022-06-07 15:30:19.216000+02:00
2022-06-07 15:30:19.889000+02:00
2022-06-07 15:30:20.659000+02:00
2022-06-07 15:30:21.391000+02:00
2022-06-07 15:30:22.112000+02:00
2022-06-07 15:30:22.844000+02:00
2022-06-07 15:30:23.608000+02:00
2022-06-07 15:30:24.383000+02:00
2022-06-07 15:30:25.117000+02:00
2022-06-07 15:30:25.907000+02:00
2022-06-07 15:30:26.577000+02:00
2022-06-07 15:30:27.366000+02:00
2022-06-07 15:30:28.072000+02:00
2022-06-07 15:30:28.820000+02:00
2022-06-07 15:30:29.613000+02:00
2022-06-07 15:30:30.307000+02:00
2022-06-07 15:30:30.926000+02:00
2022-06-07 15:30:31.600000+02:00
2022-06-07 15:30:32.252000+02:00
2022-06-07 15:30:32.888000+02:00
2022-06-07 15:30:33.568000+02:00
2022-06-07 15:30:34.251000+02:00
2022-06-07 15:30:34.981000+02:00
2022-06-07 15:30:35.623000+02:00
2022-06-07 15:30:36.337000+02:00
2022-06-07 15:30:37.004000+02:00
2022-06-07 15:30:37.697000+02:00
2022-06-07 15:30:38.389000+02:00
2022-06-07 15:30:39.062000+02:00
2022-06-07 15:30:39.765000+02:00
2022-06-07 15:30:40.462000+02:00
2022-06-07 15:30:41.166000+02:00
2022-06-07 15:30:41.804000+02:00
2022-06-07 15:30:42.538000+02:00
2022-06-07 15:30:43.238000+02:00
2022-06-07 15:30:43.971000+02:00
2022-06-07 15:30:44.636000+02:00
2022-06-07 15:30:45.412000+02:00
2022-06-07 15:30:46.107000+02:00
2022-06-07 15:30:46.809000+02:00
2022-06-07 15:30:47.540000+02:00
2022-06-07 15:30:48.174000+02:00
2022-06-07 15:30:48.887000+02:00
2022-06-07 15:30:49.597000+02:00
2022-06-07 15:30:50.273000+02:00
2022-06-07 15:30:50.964000+02:00
2022-06-07 15:30:51.653000+02:00
2022-06-07 15:30:52.366000+02:00
2022-06-07 15:30:53.047000+02:00
2022-06-07 15:30:53.758000+02:00
2022-06-07 15:30:54.427000+02:00
2022-06-07 15:30:55.121000+02:00
2022-06-07 15:30:55.795000+02:00
2022-06-07 15:30:56.491000+02:00
2022-06-07 15:30:57.177000+02:00
2022-06-07 15:30:57.931000+02:00
2022-06-07 15:30:58.610000+02:00
2022-06-07 15:30:59.323000+02:00
2022-06-07 15:31:00.020000+02:00
2022-06-07 15:31:00.671000+02:00
2022-06-07 15:31:01.372000+02:00
2022-06-07 15:31:02.074000+02:00
2022-06-07 15:31:02.832000+02:00
2022-06-07 15:31:03.433000+02:00
2022-06-07 15:31:04.134000+02:00
2022-06-07 15:31:04.792000+02:00
2022-06-07 15:31:05.470000+02:00
2022-06-07 15:31:06.200000+02:00
2022-06-07 15:31:06.847000+02:00
2022-06-07 15:31:07.553000+02:00
2022-06-07 15:31:08.213000+02:00
2022-06-07 15:31:08.887000+02:00
2022-06-07 15:31:09.554000+02:00
2022-06-07 15:31:10.274000+02:00
2022-06-07 15:31:10.940000+02:00
2022-06-07 15:31:11.641000+02:00
2022-06-07 15:31:12.333000+02:00
2022-06-07 15:31:13.005000+02:00
2022-06-07 15:31:13.726000+02:00
2022-06-07 15:31:14.409000+02:00
2022-06-07 15:31:15.084000+02:00
2022-06-07 15:31:15.762000+02:00
2022-06-07 15:31:16.444000+02:00
2022-06-07 15:31:17.134000+02:00
2022-06-07 15:31:17.796000+02:00
2022-06-07 15:31:18.496000+02:00
2022-06-07 15:31:19.171000+02:00
2022-06-07 15:31:19.851000+02:00
2022-06-07 15:31:20.560000+02:00
2022-06-07 15:31:21.231000+02:00
2022-06-07 15:31:21.572000+02:00
2022-06-07 15:31:22.628000+02:00
2022-06-07 15:31:23.288000+02:00
2022-06-07 15:31:23.993000+02:00
2022-06-07 15:31:24.653000+02:00
2022-06-07 15:31:25.440000+02:00
2022-06-07 15:31:26.050000+02:00
2022-06-07 15:31:43.693000+02:00
2022-06-07 15:31:44.439000+02:00
2022-06-07 15:31:45.225000+02:00
2022-06-07 15:31:45.961000+02:00
2022-06-07 15:31:46.652000+02:00
2022-06-07 15:31:47.407000+02:00
2022-06-07 15:31:48.090000+02:00
2022-06-07 15:31:48.759000+02:00
2022-06-07 15:31:49.493000+02:00
2022-06-07 15:31:50.136000+02:00
2022-06-07 15:31:50.843000+02:00
2022-06-07 15:31:51.474000+02:00
2022-06-07 15:31:52.167000+02:00
2022-06-07 15:31:52.787000+02:00
2022-06-07 15:31:53.430000+02:00
2022-06-07 15:31:54.032000+02:00
2022-06-07 15:31:54.699000+02:00
2022-06-07 15:31:55.349000+02:00
2022-06-07 15:31:56.019000+02:00
2022-06-07 15:31:56.673000+02:00
2022-06-07 15:31:57.302000+02:00
2022-06-07 15:31:57.930000+02:00
2022-06-07 15:31:58.546000+02:00
2022-06-07 15:31:59.185000+02:00
2022-06-07 15:31:59.816000+02:00
2022-06-07 15:32:00.491000+02:00
2022-06-07 15:32:01.097000+02:00
2022-06-07 15:32:01.743000+02:00
2022-06-07 15:32:02.385000+02:00
2022-06-07 15:32:03.002000+02:00
2022-06-07 15:32:03.666000+02:00
2022-06-07 15:32:04.279000+02:00
2022-06-07 15:32:04.942000+02:00
2022-06-07 15:32:05.550000+02:00
2022-06-07 15:32:06.161000+02:00
2022-06-07 15:32:06.826000+02:00
2022-06-07 15:32:07.453000+02:00
2022-06-07 15:32:08.085000+02:00
2022-06-07 15:32:08.712000+02:00
2022-06-07 15:32:09.350000+02:00
2022-06-07 15:32:09.982000+02:00
2022-06-07 15:32:10.611000+02:00
2022-06-07 15:32:11.256000+02:00
2022-06-07 15:32:11.851000+02:00
2022-06-07 15:32:12.456000+02:00
2022-06-07 15:32:13.114000+02:00
2022-06-07 15:32:13.787000+02:00
2022-06-07 15:32:14.382000+02:00
2022-06-07 15:32:15.024000+02:00
2022-06-07 15:32:15.658000+02:00
2022-06-07 15:32:16.307000+02:00
2022-06-07 15:32:17.005000+02:00
2022-06-07 15:32:17.610000+02:00
2022-06-07 15:32:18.283000+02:00
2022-06-07 15:32:19.002000+02:00
2022-06-07 15:32:19.673000+02:00
2022-06-07 15:32:20.379000+02:00
2022-06-07 15:32:21.006000+02:00
2022-06-07 15:32:21.713000+02:00
2022-06-07 15:32:22.336000+02:00
2022-06-07 15:32:22.996000+02:00
2022-06-07 15:32:23.620000+02:00
2022-06-07 15:32:24.255000+02:00
2022-06-07 15:32:24.879000+02:00
2022-06-07 15:32:25.505000+02:00
2022-06-07 15:32:26.166000+02:00
2022-06-07 15:32:26.798000+02:00
2022-06-07 15:32:27.524000+02:00
2022-06-07 15:32:28.148000+02:00
2022-06-07 15:32:28.785000+02:00
2022-06-07 15:32:29.448000+02:00
2022-06-07 15:32:30.120000+02:00
2022-06-07 15:32:30.853000+02:00
2022-06-07 15:32:44.895000+02:00
2022-06-07 15:32:45.651000+02:00
2022-06-07 15:32:46.309000+02:00
2022-06-07 15:32:46.962000+02:00
2022-06-07 15:32:47.638000+02:00
2022-06-07 15:32:48.311000+02:00
2022-06-07 15:32:49.019000+02:00
2022-06-07 15:32:49.664000+02:00
2022-06-07 15:32:50.367000+02:00
2022-06-07 15:32:51.102000+02:00
2022-06-07 15:32:51.764000+02:00
2022-06-07 15:32:52.340000+02:00
2022-06-07 15:33:02.472000+02:00
2022-06-07 15:33:03.120000+02:00
2022-06-07 15:33:03.766000+02:00
2022-06-07 15:33:04.379000+02:00
2022-06-07 15:33:05.024000+02:00
2022-06-07 15:33:05.674000+02:00
2022-06-07 15:33:06.275000+02:00
2022-06-07 15:33:06.615000+02:00
2022-06-07 15:33:07.542000+02:00
2022-06-07 15:33:08.152000+02:00
2022-06-07 15:33:08.797000+02:00
2022-06-07 15:33:09.412000+02:00
2022-06-07 15:33:10.064000+02:00
2022-06-07 15:33:10.700000+02:00
2022-06-07 15:33:11.362000+02:00
2022-06-07 15:33:12.017000+02:00
2022-06-07 15:33:12.626000+02:00
2022-06-07 15:33:13.238000+02:00
2022-06-07 15:33:13.928000+02:00
2022-06-07 15:33:14.548000+02:00
2022-06-07 15:33:15.251000+02:00
2022-06-07 15:33:15.894000+02:00
2022-06-07 15:33:16.481000+02:00
2022-06-07 15:33:17.126000+02:00
2022-06-07 15:33:17.762000+02:00
2022-06-07 15:33:18.462000+02:00
2022-06-07 15:33:19.053000+02:00
