2022-06-10 16:43:46.934000+02:00
2022-06-10 16:43:47.588000+02:00
2022-06-10 16:43:48.235000+02:00
2022-06-10 16:43:48.906000+02:00
2022-06-10 16:43:49.516000+02:00
2022-06-10 16:43:50.199000+02:00
2022-06-10 16:43:50.755000+02:00
2022-06-10 16:43:51.370000+02:00
2022-06-10 16:43:51.961000+02:00
2022-06-10 16:43:52.614000+02:00
2022-06-10 16:43:53.254000+02:00
2022-06-10 16:43:53.845000+02:00
2022-06-10 16:43:54.486000+02:00
2022-06-10 16:43:55.148000+02:00
2022-06-10 16:43:55.836000+02:00
2022-06-10 16:43:56.440000+02:00
2022-06-10 16:43:57.118000+02:00
2022-06-10 16:44:11.346000+02:00
2022-06-10 16:44:12.063000+02:00
2022-06-10 16:44:12.759000+02:00
2022-06-10 16:44:13.443000+02:00
2022-06-10 16:44:14.080000+02:00
2022-06-10 16:44:14.687000+02:00
2022-06-10 16:44:15.358000+02:00
2022-06-10 16:44:15.950000+02:00
2022-06-10 16:44:16.642000+02:00
2022-06-10 16:44:16.636000+02:00
2022-06-10 16:44:17.230000+02:00
2022-06-10 16:44:17.882000+02:00
2022-06-10 16:44:18.461000+02:00
2022-06-10 16:44:19.073000+02:00
2022-06-10 16:44:19.648000+02:00
2022-06-10 16:44:20.322000+02:00
2022-06-10 16:44:20.955000+02:00
2022-06-10 16:44:21.589000+02:00
2022-06-10 16:44:22.176000+02:00
2022-06-10 16:44:22.822000+02:00
2022-06-10 16:44:23.424000+02:00
2022-06-10 16:44:24.050000+02:00
2022-06-10 16:44:24.652000+02:00
2022-06-10 16:44:25.263000+02:00
2022-06-10 16:44:25.849000+02:00
2022-06-10 16:44:26.458000+02:00
2022-06-10 16:44:27.064000+02:00
2022-06-10 16:44:27.687000+02:00
2022-06-10 16:44:28.290000+02:00
2022-06-10 16:44:28.860000+02:00
2022-06-10 16:44:29.506000+02:00
2022-06-10 16:44:30.119000+02:00
2022-06-10 16:44:30.747000+02:00
2022-06-10 16:44:31.366000+02:00
2022-06-10 16:44:31.897000+02:00
2022-06-10 16:44:32.473000+02:00
2022-06-10 16:44:33.041000+02:00
2022-06-10 16:44:33.637000+02:00
2022-06-10 16:44:34.248000+02:00
2022-06-10 16:44:34.831000+02:00
2022-06-10 16:44:35.459000+02:00
2022-06-10 16:44:36.060000+02:00
2022-06-10 16:44:36.618000+02:00
2022-06-10 16:44:37.260000+02:00
2022-06-10 16:44:37.878000+02:00
2022-06-10 16:44:38.503000+02:00
2022-06-10 16:44:54.882000+02:00
2022-06-10 16:44:55.654000+02:00
2022-06-10 16:44:56.311000+02:00
2022-06-10 16:44:56.910000+02:00
2022-06-10 16:44:57.565000+02:00
2022-06-10 16:44:58.198000+02:00
2022-06-10 16:44:58.814000+02:00
2022-06-10 16:44:59.486000+02:00
2022-06-10 16:45:00.132000+02:00
2022-06-10 16:45:00.609000+02:00
2022-06-10 16:45:01.242000+02:00
2022-06-10 16:45:01.806000+02:00
2022-06-10 16:45:02.426000+02:00
2022-06-10 16:45:03.018000+02:00
2022-06-10 16:45:03.616000+02:00
2022-06-10 16:45:04.273000+02:00
2022-06-10 16:45:04.853000+02:00
2022-06-10 16:45:05.490000+02:00
2022-06-10 16:45:06.062000+02:00
2022-06-10 16:45:06.651000+02:00
2022-06-10 16:45:07.235000+02:00
2022-06-10 16:45:07.835000+02:00
2022-06-10 16:45:08.398000+02:00
2022-06-10 16:45:09.037000+02:00
2022-06-10 16:45:09.684000+02:00
2022-06-10 16:45:10.316000+02:00
2022-06-10 16:45:10.917000+02:00
2022-06-10 16:45:11.507000+02:00
2022-06-10 16:45:12.163000+02:00
2022-06-10 16:45:12.706000+02:00
2022-06-10 16:45:13.335000+02:00
2022-06-10 16:45:13.926000+02:00
2022-06-10 16:45:14.592000+02:00
